AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,MedicalHistory_norm,Symptom_1_norm,Symptom_2_norm,Symptom_3_norm,Symptom_4_norm,Symptom_5_norm,target_derm
dog,bulldog,3.1,19.1,no previous conditions,fluffed feather,loss of appetite,coughing,vomiting,snoring,no previous conditions,fluffed feather,loss of appetite,coughing,vomiting,snoring,0
dog,poodle,9.9,3.5,parasite history,upset stomach,diarrhea,coughing,weight loss,anaemia,parasite history,upset stomach,diarrhea,coughing,weight loss,anaemia,0
dog,mixed breed,3.0,26.8,chronic illness,holding limbs off the ground,lameness,decreased milk,wool production,weight loss,chronic illness,holding limbs off the ground,lameness,decreased milk,wool production,weight loss,0
dog,beagle,1.7,27.7,chronic illness,stop eating,stop drinking,change their normal behaviour,weight loss,pains,chronic illness,stop eating,stop drinking,change their normal behaviour,weight loss,pains,0
dog,bulldog,9.7,24.7,parasite history,fever,diarrhea,abdominal pain,stiffness,severe weekness and depression,parasite history,fever,diarrhea,abdominal pain,stiffness,severe weekness and depression,0
dog,yorkshire terrier,5.9,6.8,parasite history,dry skin,coughing,anorexia,diffulty chewing,pain,parasite history,dry skin,coughing,anorexia,diffulty chewing,pain,1
dog,german shepherd,11.7,33.2,not vaccinated,abdominal pain,diarrhea,malpresentation,shock,anorexia,not vaccinated,abdominal pain,diarrhea,malpresentation,shock,anorexia,0
dog,rottweiler,9.7,25.0,vaccinated,pain,coughing,weight loss,vomiting,weakness,vaccinated,pain,coughing,weight loss,vomiting,weakness,0
dog,bulldog,4.3,17.6,skin conditions history,fever,sour throat,mortality,muscle aches,abnormalities,skin conditions history,fever,sour throat,mortality,muscle aches,abnormalities,1
dog,bulldog,12.9,23.0,chronic illness,difficulty breathing,unable to exercise,coughing,eye and skin change,fever,chronic illness,difficulty breathing,unable to exercise,coughing,eye and skin change,fever,1
dog,bulldog,7.5,21.1,chronic illness,stiffness,anaemia,sneezing,fever,diarrhea,chronic illness,stiffness,anaemia,sneezing,fever,diarrhea,0
dog,mixed breed,0.8,8.4,allergies,fever,difficulty in breathing,lethargy,death,pains,allergies,fever,difficulty in breathing,lethargy,death,pains,0
dog,mixed breed,9.6,37.8,parasite history,lethargy,upset stomach,weakness,wool is clumped,diarrhea,parasite history,lethargy,upset stomach,weakness,wool is clumped,diarrhea,0
dog,bulldog,10.1,16.2,dental issues,weight loss,diarrhea,lethargy,weakness,lethargy,dental issues,weight loss,diarrhea,lethargy,weakness,lethargy,0
dog,rottweiler,7.2,45.0,parasite history,loss of tail tone,lethargy,weight loss,lethargy,diarrhea,parasite history,loss of tail tone,lethargy,weight loss,lethargy,diarrhea,0
dog,yorkshire terrier,7.9,9.5,allergies,short term lethargy,loss of  appetite,poor appetite,rapid heart rate,week pulse,allergies,short term lethargy,loss of appetite,poor appetite,rapid heart rate,week pulse,0
dog,german shepherd,6.9,31.7,allergies,vomiting,heavy breathing,fever,anorexia,weakness,allergies,vomiting,heavy breathing,fever,anorexia,weakness,0
dog,labrador retriever,8.9,37.1,parasite history,pruritis,diarrhea,inability to digest,dull,fever,parasite history,pruritis,diarrhea,inability to digest,dull,fever,0
dog,bulldog,13.7,27.5,skin conditions history,weight loss,green dropping,fever,anorexia,excess sleeping,skin conditions history,weight loss,green dropping,fever,anorexia,excess sleeping,1
dog,labrador retriever,2.1,38.5,previous kidney disease,pains,achomotrica,dehydration,poor immune function,death,previous kidney disease,pains,achomotrica,dehydration,poor immune function,death,0
dog,yorkshire terrier,8.5,5.8,previous heart condition,retarded growth,colic,lethargy,diarrhea,poor coat condition,previous heart condition,retarded growth,colic,lethargy,diarrhea,poor coat condition,0
dog,bulldog,3.8,17.3,allergies,fever,sour throat,mortality,muscle aches,abnormalities,allergies,fever,sour throat,mortality,muscle aches,abnormalities,0
dog,beagle,8.6,26.2,allergies,itchiness,watery eye,thick crusting,pain,hair loss,allergies,itchiness,watery eye,thick crusting,pain,hair loss,1
dog,beagle,7.6,18.2,previous kidney disease,diarrhea,coughing,weakness,pain,pain,previous kidney disease,diarrhea,coughing,weakness,pain,pain,0
dog,golden retriever,9.6,36.6,vaccinated,difficulty swallowing,cough,difficulty swallowing,gasping for air,extending its neck,vaccinated,difficulty swallowing,cough,difficulty swallowing,gasping for air,extending its neck,0
dog,bulldog,9.4,25.5,allergies,gasping,coughing,mild weakness,droopy wings,twisted neck,allergies,gasping,coughing,mild weakness,droopy wings,twisted neck,0
dog,beagle,11.5,15.7,recent surgery,fever,diarrhea,enteritis,weight loss,stomach  cramps,recent surgery,fever,diarrhea,enteritis,weight loss,stomach cramps,0
dog,bulldog,3.4,27.9,allergies,weakness,pain,oral lesion,eye redness,diarrhea,allergies,weakness,pain,oral lesion,eye redness,diarrhea,1
dog,poodle,15.0,3.8,previous heart condition,weakness,animal gets uneasy,fever,forthy eye,weakness,previous heart condition,weakness,animal gets uneasy,fever,forthy eye,weakness,0
dog,rottweiler,11.4,36.0,allergies,lethargy,anorexia,diarrhea,sneezing,coughing,allergies,lethargy,anorexia,diarrhea,sneezing,coughing,0
dog,beagle,12.7,23.9,previous heart condition,pain,anorexia,trauma,coughing,coughing,previous heart condition,pain,anorexia,trauma,coughing,coughing,0
dog,labrador retriever,8.9,32.0,previous kidney disease,fever,formation of vesicles,fever,weight loss,weight loss,previous kidney disease,fever,formation of vesicles,fever,weight loss,weight loss,0
dog,beagle,2.2,21.6,vaccinated,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,vaccinated,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,0
dog,mixed breed,3.2,26.3,chronic illness,weight loss,wool production,holding limbs off the ground,decreased milk,lameness,chronic illness,weight loss,wool production,holding limbs off the ground,decreased milk,lameness,0
dog,rottweiler,8.9,27.2,parasite history,vomitting,weakness,loss of appetite,fever,weight loss,parasite history,vomitting,weakness,loss of appetite,fever,weight loss,0
dog,beagle,11.3,30.0,dental issues,diarrhea,coughing,diarrhea,pain,coughing,dental issues,diarrhea,coughing,diarrhea,pain,coughing,0
dog,yorkshire terrier,14.5,5.5,recent surgery,forthy eye,torticollis,weakness,swelling,emaciation,recent surgery,forthy eye,torticollis,weakness,swelling,emaciation,0
dog,rottweiler,5.6,45.0,skin conditions history,crusty eye lashes and matting of eyelashes,weight loss,coughing,weight loss,weight loss,skin conditions history,crusty eye lashes and matting of eyelashes,weight loss,coughing,weight loss,weight loss,1
dog,german shepherd,4.5,30.6,no previous conditions,weakness,coughing,diarrhea,drooping wings,coughing,no previous conditions,weakness,coughing,diarrhea,drooping wings,coughing,0
dog,boxer,13.1,18.1,skin conditions history,nosebleed,trauma,mild weakness,nose picking,dry air,skin conditions history,nosebleed,trauma,mild weakness,nose picking,dry air,1
dog,bulldog,5.1,23.3,skin conditions history,vomiting,kick,weakness,raised growth or bump,anorexia,skin conditions history,vomiting,kick,weakness,raised growth or bump,anorexia,1
dog,german shepherd,6.4,29.4,dental issues,forthy eye,torticollis,weakness,swelling,emaciation,dental issues,forthy eye,torticollis,weakness,swelling,emaciation,0
dog,german shepherd,6.4,29.0,not vaccinated,crusting of the skin,ulcerated skin,hair loss,darkened skin,dandruff,not vaccinated,crusting of the skin,ulcerated skin,hair loss,darkened skin,dandruff,1
dog,poodle,7.7,5.5,parasite history,fever,fever,vomiting,lethargy,weakness,parasite history,fever,fever,vomiting,lethargy,weakness,0
dog,yorkshire terrier,5.9,5.9,chronic illness,lethargy,bloody diarhhea,pain,pain,sneezing,chronic illness,lethargy,bloody diarhhea,pain,pain,sneezing,0
dog,bulldog,4.0,22.9,skin conditions history,anorexia,sneezing,distended stomach,coughing,weight loss,skin conditions history,anorexia,sneezing,distended stomach,coughing,weight loss,1
dog,german shepherd,10.4,37.0,allergies,severe kerititis,anorexia,weight loss,sneezing,weight loss,allergies,severe kerititis,anorexia,weight loss,sneezing,weight loss,0
dog,yorkshire terrier,4.9,8.7,chronic illness,pain,weight loss,ruminal stasis,coughing,urine retention,chronic illness,pain,weight loss,ruminal stasis,coughing,urine retention,0
dog,bulldog,3.1,17.7,recent surgery,fever,chronic eye inflamation,poor appetite,lethargy,neurologic abnormalities,recent surgery,fever,chronic eye inflamation,poor appetite,lethargy,neurologic abnormalities,0
dog,yorkshire terrier,10.6,9.2,not vaccinated,fever,diarrhea,swelling,weight loss,pain,not vaccinated,fever,diarrhea,swelling,weight loss,pain,0
dog,mixed breed,2.5,17.1,recent surgery,anorexia,sneezing,fever,heat,loss of appetite,recent surgery,anorexia,sneezing,fever,heat,loss of appetite,0
dog,rottweiler,5.9,25.3,skin conditions history,death,uteria inertia,malpresentation,pains,fetopelvic dispropotion,skin conditions history,death,uteria inertia,malpresentation,pains,fetopelvic dispropotion,1
dog,rottweiler,6.6,40.8,dental issues,sneezing,experiencing changes in weight,weakness,weight loss,anorexia,dental issues,sneezing,experiencing changes in weight,weakness,weight loss,anorexia,0
dog,rottweiler,1.2,32.7,skin conditions history,weight loss,vomiting,coughing,pain,pain,skin conditions history,weight loss,vomiting,coughing,pain,pain,1
dog,rottweiler,1.5,33.2,previous heart condition,loss of appetite,diarrhea,ruffled feathers,weight loss,inability to absorb nutrients,previous heart condition,loss of appetite,diarrhea,ruffled feathers,weight loss,inability to absorb nutrients,0
dog,mixed breed,0.8,14.9,recent surgery,fever,reduce growth,kid moratality,weakness,dullness,recent surgery,fever,reduce growth,kid moratality,weakness,dullness,0
dog,labrador retriever,10.8,33.6,dental issues,sneezing,vomiting,diarrhea,unilateral nasal discharge,weight loss,dental issues,sneezing,vomiting,diarrhea,unilateral nasal discharge,weight loss,0
dog,bulldog,9.8,23.3,parasite history,fever,diarrhea,abdominal pain,stiffness,severe weekness and depression,parasite history,fever,diarrhea,abdominal pain,stiffness,severe weekness and depression,0
dog,beagle,5.7,27.1,recent surgery,strong cough,runny nose,darkened skin,lethargy,loss of appettite,recent surgery,strong cough,runny nose,darkened skin,lethargy,loss of appettite,1
dog,mixed breed,10.6,10.4,chronic illness,rhinitis,pneumonia,abscessess,torticollis,septicemia,chronic illness,rhinitis,pneumonia,abscessess,torticollis,septicemia,0
dog,bulldog,2.8,14.4,allergies,watery diarrhea dispropotion,sick,corneal ulceration,loss of appetite,death,allergies,watery diarrhea dispropotion,sick,corneal ulceration,loss of appetite,death,1
dog,beagle,8.6,24.2,vaccinated,fever,scratches,diarrhea,weight loss,depression,vaccinated,fever,scratches,diarrhea,weight loss,depression,0
dog,mixed breed,7.8,35.8,previous heart condition,vomiting,anorexia,lethargy,fever,coughing,previous heart condition,vomiting,anorexia,lethargy,fever,coughing,0
dog,boxer,9.0,24.0,previous kidney disease,loss of eye,wattles,weakness,vomiting,vomiting,previous kidney disease,loss of eye,wattles,weakness,vomiting,vomiting,0
dog,labrador retriever,13.6,44.4,not vaccinated,gasping,coughing,mild weakness,droopy wings,twisted neck,not vaccinated,gasping,coughing,mild weakness,droopy wings,twisted neck,0
dog,rottweiler,5.9,36.1,recent surgery,sneezing,pain,rapid heartbeats,fever,uncharacteristic hiding,recent surgery,sneezing,pain,rapid heartbeats,fever,uncharacteristic hiding,0
dog,rottweiler,11.7,25.9,parasite history,coughing,vomiting,weakness,discharge,fever,parasite history,coughing,vomiting,weakness,discharge,fever,0
dog,labrador retriever,8.7,34.1,parasite history,sneezing,vomiting,fever,diarrhea,anorexia,parasite history,sneezing,vomiting,fever,diarrhea,anorexia,0
dog,labrador retriever,13.5,30.8,no previous conditions,coughing,sneezing,vomiting,weakness,lethargy,no previous conditions,coughing,sneezing,vomiting,weakness,lethargy,0
dog,labrador retriever,10.1,37.1,no previous conditions,vomitting,fever,anorexia,fever,diarrhea,no previous conditions,vomitting,fever,anorexia,fever,diarrhea,0
dog,golden retriever,7.9,41.3,previous kidney disease,vomiting,sneezing,vomiting,undernutrition,fever,previous kidney disease,vomiting,sneezing,vomiting,undernutrition,fever,0
dog,mixed breed,9.3,38.7,vaccinated,vomiting,pain,excessive eye watering,fever,nostrils,vaccinated,vomiting,pain,excessive eye watering,fever,nostrils,0
dog,poodle,8.1,3.5,parasite history,red skin,loss of appetite,moist,lameness,pains,parasite history,red skin,loss of appetite,moist,lameness,pains,1
dog,mixed breed,13.6,25.2,chronic illness,fever,uncharacteristic hiding,depression,dehydration,stopped eat,chronic illness,fever,uncharacteristic hiding,depression,dehydration,stopped eat,0
dog,german shepherd,5.1,39.1,previous kidney disease,swelling,heat,flank,pain,nasal discharge,previous kidney disease,swelling,heat,flank,pain,nasal discharge,0
dog,poodle,11.1,6.8,not vaccinated,fever,fever,dull,sneezing,vomiting,not vaccinated,fever,fever,dull,sneezing,vomiting,0
dog,german shepherd,14.8,25.7,dental issues,foul smelling,diarrhea,colic,bloody discharge,blood clots,dental issues,foul smelling,diarrhea,colic,bloody discharge,blood clots,0
dog,yorkshire terrier,7.1,5.3,no previous conditions,sneezing,weakness,fever,anorexia,fever,no previous conditions,sneezing,weakness,fever,anorexia,fever,0
dog,rottweiler,9.7,39.7,vaccinated,inability to stand,diarrhea,bottle jaw,pot belly,dry hair coat,vaccinated,inability to stand,diarrhea,bottle jaw,pot belly,dry hair coat,0
dog,yorkshire terrier,10.4,4.9,no previous conditions,fever,weakness,morbidity,anorexia,diarrhea,no previous conditions,fever,weakness,morbidity,anorexia,diarrhea,0
dog,golden retriever,9.7,37.7,chronic illness,restlessness,kick,lethargy,nible at their wool,scratching,chronic illness,restlessness,kick,lethargy,nible at their wool,scratching,0
dog,boxer,11.7,28.5,not vaccinated,immediate death,difficulty in breathing,blue colored lip,bloody discharge,neurologic abnormalities,not vaccinated,immediate death,difficulty in breathing,blue colored lip,bloody discharge,neurologic abnormalities,0
dog,beagle,3.0,15.8,vaccinated,allergic reaction,poor appetite,coughing,weight loss,distended chest,vaccinated,allergic reaction,poor appetite,coughing,weight loss,distended chest,0
dog,mixed breed,12.8,31.9,previous heart condition,swelling on thebody,lllthrift,weight loss,skin lesion,lameness,previous heart condition,swelling on thebody,lllthrift,weight loss,skin lesion,lameness,1
dog,golden retriever,13.1,33.0,skin conditions history,death,uteria inertia,fetopelvic dispropotion,fast breathing,pains,skin conditions history,death,uteria inertia,fetopelvic dispropotion,fast breathing,pains,1
dog,boxer,9.3,15.0,previous kidney disease,coughing,weight loss,weakness,fever,sluggish,previous kidney disease,coughing,weight loss,weakness,fever,sluggish,0
dog,golden retriever,4.6,32.1,skin conditions history,coughing,anorexia,weight loss,deability,diarrhea,skin conditions history,coughing,anorexia,weight loss,deability,diarrhea,1
dog,labrador retriever,14.6,44.1,previous heart condition,gasping,coughing,mild weakness,droopy wings,twisted neck,previous heart condition,gasping,coughing,mild weakness,droopy wings,twisted neck,0
dog,labrador retriever,6.7,40.9,parasite history,pain,fever,anorexia,vomiting,dullness,parasite history,pain,fever,anorexia,vomiting,dullness,0
