AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
dog,mixed breed,10.3,12.3,chronic illness,apathy,depression,dilation of duodenum,cloacal pasting,congestion
dog,bulldog,7.5,19.3,previous kidney disease,scaly patches of skin,sore,scabs,scartch,hair loss
dog,yorkshire terrier,13.2,8.0,allergies,loss of appetite,fever,depression,pains,loss of appetite
dog,labrador retriever,4.2,38.4,no previous conditions,distended stomach,loss of appetite,firm,vomiting,nausea
dog,poodle,10.2,7.4,dental issues,diarrhea,pain,pain,fever,diarrhea
dog,yorkshire terrier,5.9,4.0,allergies,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,german shepherd,5.8,36.9,parasite history,weakness,swelling of udder,fever,lethargy,coughing
dog,german shepherd,14.2,30.7,skin conditions history,skin infection,secondary infection,coughing,depression,shaking oh head
dog,rottweiler,1.5,30.1,previous heart condition,loss of appetite,diarrhea,ruffled feathers,weight loss,inability to absorb nutrients
dog,poodle,2.5,5.5,recent surgery,weakness,diarrhea,fever,dandruff in cat coat,pain
dog,labrador retriever,9.4,45.0,not vaccinated,abortion on late pregancy,stillbirth,retained placenda,endomeritis,decrease appetite
dog,poodle,2.7,3.9,dental issues,scabs,deability,weakness,lethargy,diarrhea
dog,bulldog,6.0,23.2,not vaccinated,fever,loss of appetite,lameness,rump,weight loss
dog,beagle,6.1,26.2,recent surgery,darkened skin,lethargy,runny nose,strong cough,loss of appettite
dog,german shepherd,5.2,30.5,not vaccinated,pain and bloating,coughing,loss of earing,discharge from eye,vomiting
dog,mixed breed,1.3,10.1,not vaccinated,stop eating,stop drinking,pains,change their normal behaviour,diarrhea
dog,beagle,14.6,30.0,no previous conditions,stop eating,stop drinking,change their normal behaviour,lameness,pains
dog,german shepherd,9.9,33.1,dental issues,fever,sick,abdonormal discomfort,edema,vomiting
dog,bulldog,3.8,29.1,recent surgery,anorexia,urine dribbling,vomiting,facial swelling,puffed_up feather
dog,golden retriever,4.6,43.5,vaccinated,weakness,stiffness,trembling,white mark on the muscle,loss of vitamin e
dog,yorkshire terrier,13.9,5.8,vaccinated,poor wool,loss of appetite,lameness,small size,poor body condition
dog,german shepherd,15.0,32.2,previous kidney disease,diarrhea,vomiting,anorexia,pain,lethargy
dog,boxer,3.6,14.3,previous heart condition,facial swelling,bloody drool,abdominal pain,unable to eat,lossened teeth
dog,mixed breed,12.4,18.8,recent surgery,black on ear,weakness,salivating,blister,ulcerated ear
dog,bulldog,7.4,16.4,previous kidney disease,weight loss,pain,coughing,lethargy,fever
dog,german shepherd,5.1,32.5,allergies,weight loss,coughing,pain,lethargy,coughing
dog,rottweiler,3.5,45.0,previous kidney disease,fever,convulsion,sudden death,urine retention,weight loss
dog,mixed breed,6.3,17.2,skin conditions history,hyperexcitability,muscular spasms,gums,death,pains
dog,german shepherd,5.9,30.4,skin conditions history,fever,diarrhea,vomiting,weight loss,dehydration
dog,poodle,4.7,3.9,allergies,vomiting,pain,vomiting,diarrhea,lethargy
dog,german shepherd,1.3,41.6,recent surgery,diarrhea,tarry stool,ulcers,poor appetite,enlarged lymph nodes
dog,yorkshire terrier,2.9,3.9,no previous conditions,uteria inertia,malpresentation,death,pains,fetopelvic dispropotion
dog,german shepherd,13.8,33.3,previous heart condition,radip onset,weight loss,consistency of milk,sneezing,pain
dog,labrador retriever,10.0,34.1,not vaccinated,decrease in milk production,stomach  cramps,swollen abdomen,short term lethargy,vomiting
dog,beagle,2.3,19.3,recent surgery,inappentence,diarrhea,tremors of the head,dehydration,weight loss
dog,mixed breed,3.1,24.7,chronic illness,decreased milk,holding limbs off the ground,weight loss,lameness,wool production
dog,golden retriever,6.0,38.2,chronic illness,lethargy,pain,facial swelling,vomiting,high body temperature
dog,beagle,10.1,15.0,skin conditions history,weight loss,weight loss,walking problem,lethargy,pain
dog,labrador retriever,11.9,34.9,vaccinated,anorexia,anorexia,lethargy,diarrhea,weight loss
dog,beagle,15.2,26.3,previous kidney disease,stop eating,stop drinking,change their normal behaviour,lameness,pains
dog,yorkshire terrier,7.7,4.7,skin conditions history,stop eating,stop drinking,change their normal behaviour,weight loss,pains
dog,labrador retriever,8.4,26.9,previous heart condition,weakness,diarrhea,weakness,sneezing,ruffled feathers
dog,rottweiler,9.1,25.9,allergies,vomiting,weakness,anorexia,diarrhea,lethargy
dog,bulldog,12.8,30.0,allergies,unable to eat,vomiting,coughing,anorexia,ulcer on gum
dog,rottweiler,8.0,25.3,not vaccinated,abdominal destention,weight loss,pains,neck paralysis,balance problem
dog,yorkshire terrier,11.8,8.3,no previous conditions,fever,weakened legs,los of the ability to walk,weight loss,lameness
dog,beagle,9.2,22.8,parasite history,weakness,sneezing,fever,fever,anorexia
dog,mixed breed,11.5,29.9,previous heart condition,anorexia,sneezing,anorexia,pain,coughing
dog,german shepherd,2.4,36.7,chronic illness,difficulty in feeding,abdominal pain,vomiting,watery diarrhea dispropotion,weakness
dog,boxer,5.2,18.2,recent surgery,diarrhea with muscus,tensemus,watery stool,flatulence,pains
dog,labrador retriever,3.7,34.1,allergies,jaundice,pulmonary congestion,hemoglobinuria,hemolytic anemia,fever
dog,rottweiler,7.6,25.8,not vaccinated,fever,difficulty in breathing,rub,coughing,sneezing
dog,bulldog,4.9,25.8,no previous conditions,pain,gasping for air,vomiting,anorexia,vomiting
dog,rottweiler,7.9,25.6,allergies,fever,depression,attack,bite other animals,pain
dog,poodle,9.7,8.3,dental issues,diarrhea,fever,anorexia,diarrhea,overweight
dog,labrador retriever,6.7,32.3,vaccinated,sneezing,pain,lethargy,weight loss,weight loss
dog,mixed breed,0.5,40.0,parasite history,anorexia,mild colic,lack of appetite,vomiting,weight loss
dog,rottweiler,12.6,45.0,recent surgery,fever,pain,lethargy,weight loss,vomiting
dog,boxer,0.5,26.9,chronic illness,weakness,sneezing,pain,fever,coughing
dog,rottweiler,5.2,39.7,previous heart condition,difficulty in breathing,neurologic abnormalities,immediate death,bloody discharge,blue colored lip
dog,rottweiler,2.9,30.1,recent surgery,weight loss,diarrhea,anorexia,pain,weight loss
dog,yorkshire terrier,5.1,8.6,dental issues,decreased milk,holding limbs off the ground,weight loss,lameness,wool production
dog,golden retriever,4.7,37.5,no previous conditions,lethargy,fever,coughing,dyspnea,anorexia
dog,rottweiler,5.3,34.5,no previous conditions,stand with head droping,sneezing,vomiting,fever,diarrhea
dog,bulldog,13.7,21.8,dental issues,sneezing,folded ears,anorexia,lethargy,weakness
dog,yorkshire terrier,10.8,5.4,previous kidney disease,fever,pain,anorexia,pain,diarrhea
dog,german shepherd,9.2,29.4,recent surgery,fever,difficulty breathing,thrist and urination,weight loss,enlarged lymph nodes or swelling
dog,boxer,12.6,22.3,not vaccinated,stunted growth,vomiting,diarrhea,discomfort,fetopelvic dispropotion
dog,german shepherd,6.1,26.3,skin conditions history,weight loss,diarrhea,fever,vomiting,dehydration
dog,bulldog,8.9,15.0,dental issues,diarrhea,vomiting,pain,severe inflammation,diarrhea
dog,beagle,7.7,16.3,skin conditions history,swollen left abdomen,lying down,staggering,urination,extension of neck
dog,labrador retriever,6.8,29.0,chronic illness,vomiting,bloody diarrhea,lethargy,dehydration,anorexia
dog,golden retriever,6.2,43.1,recent surgery,lethargy,inability of swalllon feeding,vomiting,fever,drooping ears
dog,bulldog,13.4,17.2,chronic illness,difficulty in feeding,preening,weakness,beak overgrowth,anemia
dog,yorkshire terrier,3.9,3.4,parasite history,sneezing,pain,vomiting,weakness,lethargy
dog,rottweiler,11.1,31.2,vaccinated,vomiting,pain,lethargy,weight loss,weight loss
dog,rottweiler,8.7,36.4,no previous conditions,increased passing gas,crusty eye lashes and matting of eyelashes,eye redness,frequent eye infections,foul smelling stools
dog,poodle,1.9,6.8,no previous conditions,lepatomegaly,swollen,splenomegaly,shaking oh head,vomiting
dog,german shepherd,1.3,32.5,no previous conditions,diarrhea,coughing,diarrhea,diarrhea,weight loss
dog,rottweiler,7.9,38.5,chronic illness,coughing,sneezing,weakness,enlargement of bones,coughing
dog,bulldog,9.0,19.0,no previous conditions,fever,pneumonia,congestion,lethargy,nasal discharge
dog,poodle,12.0,6.2,allergies,lethargy,diarrhea,pain,weakness,diarrhea
dog,bulldog,8.8,15.1,not vaccinated,fever,difficulty breathing,coughing,lethargy,sneezing
dog,beagle,16.0,24.8,not vaccinated,lack of coordination,facial paralysis,salivation,depression,fever
dog,yorkshire terrier,13.4,5.1,previous kidney disease,fever,pox lession on skin,skin reashes,nasal discharge,mortality varies
dog,yorkshire terrier,5.0,4.5,previous kidney disease,diarrhea,anorexia,coughing,sneezing,diarrhea
dog,bulldog,10.7,30.0,dental issues,muscles ache,pain,anorexia,pain,weight loss
dog,german shepherd,5.3,36.3,dental issues,coughing,sneezing,malaise,diarrhea,weakness
dog,bulldog,0.7,18.1,skin conditions history,poor growth,short stature,enlargement of bones,weigth bearing long bones,lameness
dog,german shepherd,9.0,29.2,chronic illness,fetopelvic dispropotion,malpresentation,uteria inertia,pains,death
dog,mixed breed,9.8,30.6,skin conditions history,pain,sneezing,dyspnea,nasal discharge,most often none
dog,boxer,11.6,28.3,no previous conditions,coughing,inflammed eye,fever,depression,limping
dog,german shepherd,13.5,36.1,skin conditions history,fever,lethargy,weakness,lethargy,vomiting
dog,golden retriever,6.6,32.8,parasite history,anorexia,lethargy,stomach  cramps,pain,diarrhea
dog,bulldog,9.7,15.1,vaccinated,fever,difficulty breathing,coughing,lethargy,sneezing
dog,poodle,10.0,3.4,parasite history,coughing,anaemia,diarrhea,weight loss,upset stomach
dog,boxer,13.9,29.2,not vaccinated,blood in urine,diarrhea,vomiting,lethargy,bleeding in eye and skin
dog,mixed breed,12.8,15.0,parasite history,lesions in the nasal cavity,lesions on nose,vomiting,noisy breathing,lesions on nose
dog,rottweiler,1.2,41.9,allergies,weight loss,weakness,coughing,lethargy,weight loss
dog,labrador retriever,2.0,38.3,skin conditions history,death,bottle jaw,oxygen defiency,malpresentation,listless
dog,boxer,3.5,16.3,allergies,pain,weakness,coughing,coughing,anorexia
dog,yorkshire terrier,5.3,3.3,parasite history,nausea,hair tining,fever,weakness,coughing
dog,german shepherd,13.5,37.4,recent surgery,coughing,fever,pains,tiredness,diarrhea
dog,labrador retriever,9.2,26.0,parasite history,hemopytsis,diarrhea,asymptomatic,death,epistaxis
dog,boxer,4.7,17.2,recent surgery,flatulence,watery stool,tensemus,pains,diarrhea with muscus
dog,poodle,12.4,5.7,no previous conditions,stiffness,swollen lymph nodes,anorexia,weight loss,dry air
dog,golden retriever,4.0,37.2,chronic illness,dyspnea,difficulty in breathing,coughing,lethargy,nasal discharge
dog,golden retriever,2.9,25.0,parasite history,nible at their wool,lethargy,anorexia,weakness,weight loss
dog,boxer,1.8,19.9,parasite history,lethargy,sneezing,weight loss,diarrhea,anorexia
dog,boxer,1.9,20.3,not vaccinated,production of mucus,cough,anorexia,sneezing,sneezing
dog,german shepherd,1.8,29.6,vaccinated,coughing,vomiting,fluffed feathers,lethargy,anorexia
dog,golden retriever,1.7,33.7,skin conditions history,pain,diarrhea,pain,weight loss,hardness
dog,boxer,11.3,21.6,chronic illness,coughing,anorexia,weakness,most often none,sneezing
dog,german shepherd,8.6,40.2,previous kidney disease,flabby,lethargy,fever,weight loss,discharge from eyes
dog,golden retriever,2.9,39.1,previous kidney disease,tiredness,weight loss,distended stomach,weakness,lethargy
dog,labrador retriever,12.0,27.4,dental issues,pain,fever,anorexia,anorexia,pain
dog,mixed breed,6.1,5.9,vaccinated,nasal discharge,tiredness,swelling,fever,drooling
dog,beagle,2.5,21.7,recent surgery,inappentence,diarrhea,tremors of the head,dehydration,weight loss
dog,rottweiler,6.4,28.2,allergies,diarrhea,weakness,anorexia,pain,despression
dog,yorkshire terrier,4.4,9.2,dental issues,yellow in beak,weakness,tail_bobbing,heavy breathing,sleeping excessively
dog,beagle,9.2,22.9,skin conditions history,difficult in walking,fever,pain,excess salivary,wound lesion
dog,yorkshire terrier,11.3,5.6,parasite history,sneezing,oral lesion,pain,los of the ability to walk,diarrhea
dog,german shepherd,9.3,41.0,parasite history,weight loss,lethargy,weight loss,sneezing,fever
dog,golden retriever,8.3,34.8,dental issues,anorexia,weight loss,chest pain,fever,diarrhea
dog,bulldog,2.7,18.1,previous kidney disease,fever,diarrhea,coughing,lethargy,blue eye
dog,bulldog,5.5,17.6,vaccinated,convulsion,fever,trembling,distress,staggering
dog,rottweiler,2.7,29.6,allergies,coughing,anorexia,vomiting,diarrhea,anorexia
dog,boxer,9.2,16.9,chronic illness,anorexia,shallow breathing,pain,sneezing,pain
dog,boxer,12.8,18.3,skin conditions history,nose picking,trauma,mild weakness,nosebleed,dry air
dog,boxer,3.5,24.5,not vaccinated,fever,difficulty in breathing,rub,coughing,sneezing
dog,rottweiler,1.6,38.5,recent surgery,abortion,mummification,stillbirth,weak kids,pain
dog,boxer,15.0,24.7,dental issues,fever,sneezing,skin irritation,nosebleeds,weight loss
dog,bulldog,1.6,25.9,skin conditions history,legness,paresis,coughing,weight loss,shortness of breath
dog,yorkshire terrier,1.5,3.8,recent surgery,fever,difficulty breathing,thrist and urination,lethargy,sneezing
dog,boxer,9.6,22.6,dental issues,pyrexia,oral lesion,swelling,lameness,death
dog,boxer,3.3,13.6,not vaccinated,swelling of udder,change in milk,swollen,tender to touch,pain
dog,mixed breed,7.2,7.4,parasite history,grinding teeth,undigested in their feces,weight loss,anorexia,anorexia
dog,golden retriever,6.0,31.2,previous kidney disease,lethargy,weight loss,weight loss,vomiting,pain
dog,yorkshire terrier,11.5,3.3,allergies,dullness,fever,dullness,skin rashes,pains
dog,poodle,7.9,5.2,not vaccinated,anorexia,vomiting,anorexia,weight loss,pain
dog,bulldog,5.8,25.0,previous kidney disease,greenish-yellow nasal discharge,lack of pigmentation,sneezing,lethargy,pain on face
dog,boxer,13.4,22.3,recent surgery,changed gait,vomiting,lethargy,sneezing,diarrhea
dog,yorkshire terrier,0.5,6.1,chronic illness,fever,pain,diarrhea,discharge,diarrhea
dog,beagle,5.9,27.9,skin conditions history,fever,excession salivation,abnormal conformation,ulcerated muscle,ulcerated ear
dog,german shepherd,10.6,27.3,previous heart condition,egg production stops,broody behavior,loss of appetite,weight loss,constipation
dog,golden retriever,2.1,45.0,chronic illness,weakness,sneezing,swollen,lethargy,fell unwell
dog,golden retriever,13.5,40.6,vaccinated,weakness,weakness,pain,darkened skin,vomiting
dog,golden retriever,14.2,37.0,dental issues,fetopelvic dispropotion,uteria inertia,fast breathing,death,pains
dog,poodle,6.5,6.9,parasite history,coughing,anorexia,lack of vocalizations,anorexia,pain
dog,boxer,14.9,14.6,no previous conditions,fever,tachypea,swelling of head and neck,anorexia,nasal discharge
dog,boxer,2.2,20.4,skin conditions history,rapid heart rate,lethargy,vomiting,lethargy,anorexia
dog,rottweiler,13.8,26.8,parasite history,diarrhea,fever,facial defects,pain,sneezing
dog,yorkshire terrier,10.9,7.9,previous kidney disease,crusty eye lashes and matting of eyelashes,weakness,lethargy,diarrhea,sneezing
dog,poodle,11.5,6.9,skin conditions history,lethargy,weight loss,anorexia,vomiting,weight loss
dog,german shepherd,12.2,23.3,dental issues,weakness,dyspnea,fever,coughing,anorexia
dog,poodle,6.4,5.5,vaccinated,fever,regurgitation of food,weakness,diarrhea,sneezing
dog,labrador retriever,15.0,35.3,not vaccinated,infected navels,sneezing,pain,sneezing,distended stomach
dog,rottweiler,9.6,42.4,dental issues,coughing,weakness,weight loss,coughing,fever
dog,beagle,7.1,26.7,allergies,coughing,sneezing,coughing,fever,pain
dog,golden retriever,4.8,31.7,skin conditions history,diarrhea,occular discharge,watery faeces,coughing,vomiting
dog,bulldog,4.2,26.4,recent surgery,vomiting,eye ulcer,berberi,pain,weakness
dog,beagle,2.5,27.4,recent surgery,fever,loss of appetite,swollen teats,lameness in affected leg,depression
dog,german shepherd,2.6,32.6,chronic illness,unable to exercise,difficulty breathing,fever,eye and skin change,poor appetite
dog,mixed breed,8.6,12.9,skin conditions history,facial edema,dyspnea,conjuctivtis,weakness,pharyngitis
dog,poodle,5.1,3.6,previous heart condition,fever,fever,anorexia,fever,weakness
dog,golden retriever,10.1,42.0,chronic illness,fatty stool,diarrhea,vomiting,weight loss,pain
dog,beagle,7.7,30.0,skin conditions history,lethargy,coughing,gasping,vomiting,dizziness and fainting
